price,ev,equity,pv_cfs,pv_tv,tv_pct,fcf,growth_1,growth_2,terminal,wacc
783.2133,1725.5612,1719.9722,503.3447,1222.2165,70.8,20.132089693895864,30.319117160818127,17.625984933445054,2.182895436298436,8.48952981696345
2493.6488,5481.7554,5476.1664,1088.7808,4392.9746,80.1,27.107274361676197,40.815549514247536,24.285216826317214,3.6886912631673505,8.384702299503681
989.1215,2177.7449,2172.1559,467.2843,1710.4606,78.5,18.20218446195417,31.461070282233912,19.071186866770446,4.734823439772906,9.113449839912645
928.5887,2044.8122,2039.2232,652.9021,1391.9101,68.1,26.714302802447158,33.20519607571194,17.420933469351073,3.5923787646064484,10.469142681015251
974.4637,2145.5556,2139.9666,699.5991,1445.9565,67.4,28.590858248427214,30.168769169257775,21.355483223513733,2.0878273683580235,9.848879676195097
1324.5215,2914.2986,2908.7096,842.4699,2071.8287,71.1,33.955881173269596,30.97027079142916,17.600543102872585,2.8054873264959426,8.98378523768633
1113.8825,2451.7258,2446.1368,544.5653,1907.1605,77.8,19.613413049255648,32.1281801407824,17.027177465231347,3.074998521655623,7.585265289307677
1745.6222,3839.055,3833.466,848.5202,2990.5348,77.9,31.500291000301125,31.270234075088005,18.26074403721398,3.404074950939807,7.966881938354438
1461.2548,3214.5711,3208.9821,858.4939,2356.0772,73.3,26.430271135024572,38.40490037803236,19.200325698939025,3.1115422296462603,9.053839121912624
762.5791,1680.2475,1674.6585,590.4222,1089.8253,64.9,28.555553071969992,28.877621371623096,14.845585655275928,2.839621017309875,10.131482481213897
1193.8971,2627.4414,2621.8524,745.7394,1881.702,71.6,26.51857328601384,34.65818841718621,19.226686580322355,3.1174125527685748,9.418863186352397
1556.4443,3423.6116,3418.0226,862.8752,2560.7364,74.8,22.81961370911077,39.84083170941152,24.38113010663335,2.6411607606524727,8.867428640658176
1065.1297,2344.6625,2339.0735,666.3666,1678.2959,71.6,21.82157587948167,35.40498372552966,23.518010831737683,2.792757753496094,9.714002525687551
2683.3758,5898.4047,5892.8157,1028.3902,4870.0145,82.6,27.140743158188965,36.65202942932072,25.79549317952466,3.4353263402695458,7.596285306485366
730.8978,1610.6739,1605.0849,498.464,1112.2099,69.1,22.148084716803062,29.191078176171803,17.620958375299008,3.00481810884709,9.63096226513285
815.5137,1796.4942,1790.9052,688.0935,1108.4007,61.7,28.72945284768833,33.81270340049555,23.372679996438166,3.1518048339212186,12.897897759036937
977.1656,2151.4893,2145.9003,650.6609,1500.8284,69.8,27.95689379609939,30.241176050386763,16.089060121186773,2.947533797527674,9.220108201077073
2505.1022,5506.9077,5501.3187,1008.8093,4498.0984,81.7,28.295539884670543,35.52590552694084,20.99610763484377,2.5045870404333885,6.556103510381983
1337.0955,2941.9117,2936.3227,777.1399,2164.7718,73.6,23.846428391313943,36.099172138229946,21.874559274295972,2.317661373213118,8.548680102173897
1395.2357,3069.5902,3064.0012,709.5842,2360.006,76.9,27.035455129551046,29.94425434529137,18.549516968702005,2.8815243362700986,7.735164176340804
3238.8933,7118.3463,7112.7573,969.9524,6148.3939,86.4,26.92991226405647,35.584047400679445,23.491547320619897,4.149974959475846,7.157102998977772
510.8431,1127.4238,1121.8348,480.6669,646.7569,57.4,21.96287452231414,34.36825773478663,21.59518388546186,3.5712844808556814,14.31584291174302
2439.7603,5363.4139,5357.8249,1019.2136,4344.2003,81.0,27.746893786024017,38.007202629161554,24.490126058772898,3.972232768031045,8.406718154352694
997.8563,2196.927,2191.338,689.8636,1507.0634,68.6,28.467938173840444,30.678331478836228,18.108810549499623,2.441261597554928,9.3650446150379
1101.2315,2423.9435,2418.3545,781.2009,1642.7426,67.8,34.43204263543152,27.63357175524354,18.541112798601905,1.6148357768143293,8.847871327647704
1060.2039,2333.8452,2328.2562,784.6476,1549.1976,66.4,29.73300012499629,34.22308567347828,18.17313952049866,2.3050762003774783,9.94411991742893
649.9535,1432.9165,1427.3275,544.4906,888.4259,62.0,22.75821558508236,33.36404764649567,20.073012921286917,2.5542628813920762,11.701634617707045
589.0921,1299.262,1293.673,512.3482,786.9138,60.6,27.98852854961751,25.670229627948487,16.39021378643791,2.1006000641742855,10.810536405642642
1705.2539,3750.4043,3744.8153,667.3604,3083.0439,82.2,22.519933060310507,32.01631023085926,20.349778522729004,3.683095690906028,7.428282228930158
